SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-12-2022,Single Family Residential,153 NE 63rd St,Seattle,WA,98115,798000,3,1.0,Green Lake,960,3060,1907,,831,,Sold,,,https://www.redfin.com/WA/Seattle/153-NE-63rd-St-98115/home/305501,NWMLS,1970840,N,Y,47.6742313,-122.3259301
PAST SALE,August-12-2022,Single Family Residential,2511 W Raye St,Seattle,WA,98199,1230000,3,2.5,Magnolia,2150,3792,1986,,572,,Sold,,,https://www.redfin.com/WA/Seattle/2511-W-Raye-St-98199/home/124355,NWMLS,1954628,N,Y,47.6432857,-122.3895031
PAST SALE,August-15-2022,Single Family Residential,1406 S 83rd St,Tacoma,WA,98408,399950,3,1.5,South Tacoma,1097,5400,1970,,365,,Sold,,,https://www.redfin.com/WA/Tacoma/1406-S-83rd-St-98408/home/2615092,NWMLS,1953864,N,Y,47.1815384,-122.4530523
PAST SALE,August-9-2022,Single Family Residential,5456 18th Ave SW,Seattle,WA,98106,600000,2,1.0,West Seattle,750,5956,1938,,800,,Sold,,,https://www.redfin.com/WA/Seattle/5456-18th-Ave-SW-98106/home/161332,NWMLS,1956153,N,Y,47.5520476,-122.3567065
PAST SALE,August-15-2022,Townhouse,1527 19th Ave,Seattle,WA,98122,1250000,3,2.5,Seattle,1830,1934,2014,,683,,Sold,,,https://www.redfin.com/WA/Seattle/1527-19th-Ave-98122/home/142497,NWMLS,1968071,N,Y,47.6149904,-122.3078128
PAST SALE,August-15-2022,Single Family Residential,5205 36th Ave E,Tacoma,WA,98443,543000,3,2.5,Tacoma,2370,15246,1980,,229,,Sold,,,https://www.redfin.com/WA/Tacoma/5205-36th-Ave-E-98443/home/2598916,NWMLS,1953082,N,Y,47.2097667,-122.3807964
PAST SALE,August-11-2022,Condo/Co-op,11300 1st Ave NE #302,Seattle,WA,98125,427500,2,2.0,Pinehurst,1184,,1979,,361,630,Sold,,,https://www.redfin.com/WA/Seattle/11300-1st-Ave-NE-98125/unit-302/home/68505,NWMLS,1951045,N,Y,47.7109689,-122.3276567
PAST SALE,August-12-2022,Vacant Land,2029 S 8th St,Tacoma,WA,98405,279000,,,Tacoma,,4312,,,,,Sold,,,https://www.redfin.com/WA/Tacoma/2029-S-8th-St-98405/home/2794330,NWMLS,1962500,N,Y,47.2538923,-122.4646174
PAST SALE,August-9-2022,Condo/Co-op,512 10th Ave E #1,Seattle,WA,98102,409000,1,1.0,Capitol Hill,650,,1984,,629,476,Sold,,,https://www.redfin.com/WA/Seattle/512-10th-Ave-E-98102/unit-1/home/21292,NWMLS,1965518,N,Y,47.623667,-122.319577
PAST SALE,August-11-2022,Condo/Co-op,13433 Roosevelt Way N #302,Seattle,WA,98133,279000,2,2.0,Seattle,994,,1968,,281,600,Sold,,,https://www.redfin.com/WA/Seattle/13433-Roosevelt-Way-N-98133/unit-302/home/4334,NWMLS,1956333,N,Y,47.7265413,-122.3305081
PAST SALE,August-12-2022,Condo/Co-op,1406 Harvard Ave #12,Seattle,WA,98122,1250000,2,2.5,Capitol Hill,2095,683,1908,,597,1560,Sold,,,https://www.redfin.com/WA/Seattle/1406-Harvard-Ave-98122/unit-12/home/55052,NWMLS,1959870,N,Y,47.6132931,-122.3218444
PAST SALE,August-12-2022,Single Family Residential,801 S Shirley St,Tacoma,WA,98465,568650,4,2.0,Tacoma,2308,7700,1959,,246,,Sold,,,https://www.redfin.com/WA/Tacoma/801-S-Shirley-St-98465/home/2987818,NWMLS,1943642,N,Y,47.2535598,-122.5100461
PAST SALE,August-15-2022,Single Family Residential,8501 Ashworth Ave N,Seattle,WA,98103,925000,3,2.0,Green Lake,1410,5633,1916,,656,,Sold,,,https://www.redfin.com/WA/Seattle/8501-Ashworth-Ave-N-98103/home/104923,NWMLS,1947120,N,Y,47.6907038,-122.33939
PAST SALE,August-9-2022,Single Family Residential,11043 Marine View Pl SW,Seattle,WA,98146,1100000,3,2.5,Arbor Heights,2180,7600,1966,,505,,Sold,,,https://www.redfin.com/WA/Seattle/11043-Marine-View-Pl-SW-98146/home/158331,NWMLS,1963181,N,Y,47.5033884,-122.3801576
PAST SALE,August-12-2022,Single Family Residential,6789 37th Ave S,Seattle,WA,98118,839000,4,3.0,Seattle,2090,3430,2011,,401,84,Sold,,,https://www.redfin.com/WA/Seattle/6789-37th-Ave-S-98118/home/22415371,NWMLS,1957307,N,Y,47.5403989,-122.286724
PAST SALE,August-12-2022,Single Family Residential,5806 S Warner St,Tacoma,WA,98409,550000,5,3.0,South Tacoma,1708,3850,1908,,322,,Sold,,,https://www.redfin.com/WA/Tacoma/5806-S-Warner-St-98409/home/2719364,NWMLS,1964620,N,Y,47.2040214,-122.4814523
PAST SALE,August-9-2022,Condo/Co-op,4525 S Henderson St #102,Seattle,WA,98118,355000,2,1.0,Rainier Beach,772,,1967,,460,308,Sold,,,https://www.redfin.com/WA/Seattle/4525-S-Henderson-St-98118/unit-102/home/21616927,NWMLS,1927902,N,Y,47.5230071,-122.2753637
PAST SALE,August-12-2022,Condo/Co-op,2000 W Barrett St #305,Seattle,WA,98199,555000,2,2.0,Magnolia,1132,,1993,,490,537,Sold,,,https://www.redfin.com/WA/Seattle/2000-W-Barrett-St-98199/unit-305/home/17732,NWMLS,1966470,N,Y,47.6468849,-122.3823839
PAST SALE,August-12-2022,Single Family Residential,1220 47th Ave E,Fife,WA,98424,410000,2,1.5,Fife,1152,12000,1943,,356,,Sold,,,https://www.redfin.com/WA/Fife/1220-47th-Ave-E-98424/home/2977481,NWMLS,1966973,N,Y,47.2453995,-122.3663497
PAST SALE,August-11-2022,Condo/Co-op,756 Broadway E #205,Seattle,WA,98102,270000,0,1.0,Capitol Hill,390,,1929,,692,371,Sold,,,https://www.redfin.com/WA/Seattle/756-Broadway-E-98102/unit-205/home/145350436,NWMLS,1944637,N,Y,47.6266931,-122.3209124
PAST SALE,August-12-2022,Single Family Residential,2307 64th Ave NE,Tacoma,WA,98422,510000,3,2.0,Ne Tacoma,1352,8276,1994,,377,,Sold,,,https://www.redfin.com/WA/Tacoma/2307-64th-Ave-NE-98422/home/2633423,NWMLS,1972639,N,Y,47.2773155,-122.3618379
PAST SALE,August-9-2022,Townhouse,2317 N 147th St Unit C,Shoreline,WA,98133,779880,2,2.5,Shoreline,1325,,2022,,589,180,Sold,,,https://www.redfin.com/WA/Shoreline/2317-N-147th-St-98133/unit-C/home/177169666,NWMLS,1864028,N,Y,47.7352869,-122.3308755
