SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,November-22-2022,Single Family Residential,3312 E Howell St,Seattle,WA,98122,1499950,4,3.5,Madrona,2190,4265,2015,,685,,Sold,,,https://www.redfin.com/WA/Seattle/3312-E-Howell-St-98122/home/147292,NWMLS,2008683,N,Y,47.6177861,-122.2895991
PAST SALE,November-28-2022,Single Family Residential,8438 20th Ave SW,Seattle,WA,98106,699950,3,2.0,Delridge,1560,5760,1927,,449,,Sold,,,https://www.redfin.com/WA/Seattle/8438-20th-Ave-SW-98106/home/475295,NWMLS,2010850,N,Y,47.5271794,-122.3586866
PAST SALE,November-28-2022,Townhouse,132 21st Ave E Unit C,Seattle,WA,98112,1000000,3,2.5,Capitol Hill,1580,1200,2017,,633,,Sold,,,https://www.redfin.com/WA/Seattle/132-21st-Ave-E-98112/unit-C/home/113995101,NWMLS,2007218,N,Y,47.6195158,-122.304505
PAST SALE,November-23-2022,Single Family Residential,5043 S Trafton St,Tacoma,WA,98409,485000,4,2.5,Tacoma,2009,4602,2017,,241,,Sold,,,https://www.redfin.com/WA/Tacoma/5043-S-Trafton-St-98409/home/142983584,NWMLS,2003809,N,Y,47.2102894,-122.4661181
PAST SALE,November-22-2022,Single Family Residential,2212 Dogwood St NE,Tacoma,WA,98422,630000,3,2.0,Dash Point,2189,20000,1971,,288,,Sold,,,https://www.redfin.com/WA/Tacoma/2212-Dogwood-St-NE-98422/home/2792110,NWMLS,1978119,N,Y,47.3165454,-122.4178846
PAST SALE,November-28-2022,Single Family Residential,6545 21st Ave SW,Seattle,WA,98106,700000,3,2.0,West Seattle,1640,5145,1952,,427,,Sold,,,https://www.redfin.com/WA/Seattle/6545-21st-Ave-SW-98106/home/160781,NWMLS,1989705,N,Y,47.5434809,-122.3598834
PAST SALE,November-28-2022,Single Family Residential,5727 S Ryan St,Seattle,WA,98178,1209000,4,3.5,Upper Rainier Beach,3801,6950,2009,,318,,Sold,,,https://www.redfin.com/WA/Seattle/5727-S-Ryan-St-98178/home/177980,NWMLS,1987179,N,Y,47.5094137,-122.2600492
PAST SALE,November-23-2022,Single Family Residential,3508 Troll Ave N,Seattle,WA,98103,890000,2,2.0,Fremont,1500,1873,2010,,593,,Sold,,,https://www.redfin.com/WA/Seattle/3508-Troll-Ave-N-98103/home/22808012,NWMLS,1985568,N,Y,47.650404,-122.3470273
PAST SALE,November-23-2022,Single Family Residential,9341 54th Ave S,Seattle,WA,98118,525000,4,2.0,Rainier Beach,1595,5500,1904,,329,,Sold,,,https://www.redfin.com/WA/Seattle/9341-54th-Ave-S-98118/home/176173,NWMLS,2012950,N,Y,47.5178469,-122.2654122
PAST SALE,November-23-2022,Townhouse,111 26th Ave E Unit B,Seattle,WA,98122,1250000,3,3.5,Madison Valley,1820,1101,2022,,687,1,Sold,,,https://www.redfin.com/WA/Seattle/111-26th-Ave-98144/unit-B/home/170484823,NWMLS,2002194,N,Y,47.6012705,-122.2992477
PAST SALE,November-22-2022,Townhouse,2918 NW 80th St,Seattle,WA,98117,850000,2,1.5,Sunset Hill,1065,1138,2022,,798,22,Sold,,,https://www.redfin.com/WA/Seattle/2918-NW-80th-St-98117/home/183013483,NWMLS,2018991,N,Y,47.686896,-122.387825
PAST SALE,November-22-2022,Townhouse,617 Wheeler St,Seattle,WA,98109,1450000,3,2.0,Queen Anne,1606,900,2022,,903,,Sold,,,https://www.redfin.com/WA/Seattle/617-Wheeler-St-98109/home/88661711,NWMLS,2000210,N,Y,47.640905,-122.343425
PAST SALE,November-28-2022,Townhouse,8319 C 14th Ave NW,Seattle,WA,98117,710000,2,2.0,Ballard,1240,583,2022,,573,,Sold,,,https://www.redfin.com/WA/Seattle/8319-14th-Ave-NW-98117/unit-C/home/178442579,NWMLS,1999086,N,Y,47.6893256,-122.3743349
