SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,816 S oxford St,Tacoma,WA,98465,415000,2,1.0,Tacoma,1086,7000,1943,17,382,,Active,September-25-2022 11:00 AM,September-25-2022 01:00 PM,https://www.redfin.com/WA/Tacoma/816-S-Oxford-St-98465/home/2835852,NWMLS,1993408,N,Y,47.2530354,-122.5316529
MLS Listing,,Condo/Co-op,13229 15th Ave NE Unit A14,Seattle,WA,98125,425000,2,2.0,Pinehurst,1415,,1970,66,300,761,Active,,,https://www.redfin.com/WA/Seattle/13229-15th-Ave-NE-98125/unit-A14/home/180608699,NWMLS,1970180,N,Y,47.7248425,-122.3128566
MLS Listing,,Townhouse,824 17th Ave Unit B,Seattle,WA,98122,989999,3,2.0,Central Area,1576,1238,2022,12,628,,Active,September-25-2022 02:00 PM,September-25-2022 04:30 PM,https://www.redfin.com/WA/Seattle/824-17th-Ave-98122/unit-B/home/181750959,NWMLS,1995215,N,Y,47.609982,-122.3098708
MLS Listing,,Condo/Co-op,700 E Denny Way #502,Seattle,WA,98122,600000,2,2.0,Capitol Hill,789,,2000,13,760,490,Active,,,https://www.redfin.com/WA/Seattle/700-E-Denny-Way-98122/unit-502/home/2065027,NWMLS,1994037,N,Y,47.6188801,-122.3231432
MLS Listing,,Single Family Residential,10013 20th Ave SW,Seattle,WA,98146,779950,4,3.5,White Center,2270,2500,2018,14,344,,Active,,,https://www.redfin.com/WA/Seattle/10013-20th-Ave-SW-98146/home/69356557,NWMLS,1994734,N,Y,47.5132873,-122.3600077
MLS Listing,,Townhouse,12036 Roosevelt Way NE Unit B,Seattle,WA,98125,699990,3,2.5,Pinehurst,1602,1036,2009,16,437,,Active,,,https://www.redfin.com/WA/Seattle/12036-Roosevelt-Way-NE-98125/unit-B/home/21883674,NWMLS,1992900,N,Y,47.7169897,-122.3175866
MLS Listing,,Single Family Residential,3012 N 15th St,Tacoma,WA,98406,750000,5,2.0,Ups,2731,6000,1911,16,275,,Active,September-25-2022 11:00 AM,September-25-2022 01:00 PM,https://www.redfin.com/WA/Tacoma/3012-N-15th-St-98406/home/2726855,NWMLS,1992561,N,Y,47.2634304,-122.4754674
MLS Listing,,Condo/Co-op,1442 NW 63rd St #302,Seattle,WA,98107,499000,2,2.0,Ballard,662,5000,1990,18,754,359,Active,,,https://www.redfin.com/WA/Seattle/1442-NW-63rd-St-98107/unit-302/home/2074897,NWMLS,1992802,N,Y,47.6747627,-122.3754877
MLS Listing,,Townhouse,9007 18th Ave SW Unit B,Seattle,WA,98106,524950,3,2.5,Highland Park,1520,1062,2009,19,345,,Active,,,https://www.redfin.com/WA/Seattle/9007-18th-Ave-SW-98106/unit-B/home/21997927,NWMLS,1991926,N,Y,47.5225885,-122.3583237
MLS Listing,,Townhouse,4252 Winslow Pl N Unit A,Seattle,WA,98103,999950,3,2.5,Wallingford,1599,1120,2017,25,625,,Active,,,https://www.redfin.com/WA/Seattle/4252-Winslow-Pl-N-98103/unit-A/home/112863654,NWMLS,1989034,N,Y,47.6588579,-122.346412
MLS Listing,,Single Family Residential,1340 S Winnifred St,Tacoma,WA,98465,499000,3,1.5,Highlands,1272,8160,1968,44,392,,Active,,,https://www.redfin.com/WA/Tacoma/1340-S-Winnifred-St-98465/home/2835038,NWMLS,1981190,N,Y,47.2476105,-122.5120264
MLS Listing,,Single Family Residential,6901 S 115th St,Seattle,WA,98178,545999,3,1.0,Lakeridge,1340,6496,1945,45,407,,Active,,,https://www.redfin.com/WA/Seattle/6901-S-115th-St-98178/home/175834,NWMLS,1981470,N,Y,47.4994781,-122.2482014
MLS Listing,,Single Family Residential,1614 154th St E,Tacoma,WA,98445,449000,3,2.0,Spanaway,1468,10912,1987,33,306,,Active,,,https://www.redfin.com/WA/Tacoma/1614-154th-St-E-98445/home/2921319,NWMLS,1954916,N,Y,47.116209,-122.406015
MLS Listing,,Single Family Residential,5824 S Montgomery St,Tacoma,WA,98409,299950,3,1.0,South Tacoma,990,4500,1895,65,303,,Active,,,https://www.redfin.com/WA/Tacoma/5824-S-Montgomery-St-98409/home/2933571,NWMLS,1949019,N,Y,47.2038303,-122.4787053
MLS Listing,,Single Family Residential,2723 176th St E,Tacoma,WA,98445,500000,3,2.0,Tacoma,2300,43221,1968,87,217,,Active,,,https://www.redfin.com/WA/Tacoma/2723-176th-St-E-98445/home/2578379,NWMLS,1945481,N,Y,47.0971786,-122.3919157
MLS Listing,,Single Family Residential,1009 E 46th St,Tacoma,WA,98404,440000,3,1.5,Tacoma,1726,10875,1936,143,255,,Active,,,https://www.redfin.com/WA/Tacoma/1009-E-46th-St-98404/home/2918379,NWMLS,1927821,N,Y,47.2156323,-122.4175978
