SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,232 SW 114th St,Seattle,WA,98146,660000,4,3.0,Burien,1950,9061,1954,14,338,,Active,,,https://www.redfin.com/WA/Seattle/232-SW-114th-St-98146/home/181542,NWMLS,1987645,N,Y,47.5014876,-122.3377121
MLS Listing,,Townhouse,2854 S Nevada St,Seattle,WA,98108,775000,3,2.5,Columbia City,2110,1618,2011,21,367,297,Active,,,https://www.redfin.com/WA/Seattle/2854-S-Nevada-St-98108/home/8187292,NWMLS,1984317,N,Y,47.5642353,-122.2972611
MLS Listing,,Single Family Residential,3589 E McKinley Ave,Tacoma,WA,98404,434950,4,1.0,Tacoma,2104,5000,1946,21,207,,Active,,,https://www.redfin.com/WA/Tacoma/3589-E-McKinley-Ave-98404/home/2918464,NWMLS,1985400,N,Y,47.2269616,-122.4204818
MLS Listing,,Single Family Residential,7218 E F St,Tacoma,WA,98404,380000,2,2.0,Tacoma,1006,6000,1984,21,378,,Active,,,https://www.redfin.com/WA/Tacoma/7218-E-F-St-98404/home/2821387,NWMLS,1981802,N,Y,47.1911399,-122.4238226
MLS Listing,,Single Family Residential,5936 S Thompson Ave,Tacoma,WA,98408,384950,3,1.5,South Tacoma,1112,6000,1914,29,346,,Active,,,https://www.redfin.com/WA/Tacoma/5936-S-Thompson-Ave-98408/home/2842917,NWMLS,1981564,N,Y,47.2024666,-122.4448057
MLS Listing,,Single Family Residential,3023 S Madison St,Tacoma,WA,98409,599000,3,2.5,Tacoma,1608,5800,2022,34,373,,Active,September-10-2022 02:00 PM,September-10-2022 04:00 PM,https://www.redfin.com/WA/Tacoma/3023-S-Madison-St-98409/home/2906473,NWMLS,1979277,N,Y,47.232351,-122.489351
MLS Listing,,Single Family Residential,2212 Dogwood St NE,Tacoma,WA,98422,649900,3,2.0,Dash Point,2189,20000,1971,36,297,,Active,September-10-2022 11:00 AM,September-10-2022 01:00 PM,https://www.redfin.com/WA/Tacoma/2212-Dogwood-St-NE-98422/home/2792110,NWMLS,1978119,N,Y,47.3165454,-122.4178846
MLS Listing,,Single Family Residential,7514 E F St,Tacoma,WA,98404,525000,4,2.5,Tacoma,2142,7830,2016,42,245,,Active,September-10-2022 11:00 AM,September-10-2022 01:00 PM,https://www.redfin.com/WA/Tacoma/7514-E-F-St-98404/home/2608352,NWMLS,1975679,N,Y,47.1885304,-122.4238795
MLS Listing,,Condo/Co-op,4547 8th Ave NE #205,Seattle,WA,98105,410000,1,1.0,University District,594,,2008,50,690,520,Active,,,https://www.redfin.com/WA/Seattle/4547-8th-Ave-NE-98105/unit-205/home/21882425,NWMLS,1970188,N,Y,47.6628066,-122.3199124
MLS Listing,,Single Family Residential,2015 13th Ave S,Seattle,WA,98144,775000,4,2.0,N Beacon Hill,1800,2703,1916,56,431,,Active,,,https://www.redfin.com/WA/Seattle/2015-13th-Ave-S-98144/home/169204,NWMLS,1968687,N,Y,47.5849984,-122.3165216
