SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,10203 47th Ave SW Unit A108,Seattle,WA,98146,599000,2,1.5,Fauntleroy,1009,,1967,1,594,758,Active,May-5-2022 06:30 PM,May-5-2022 08:30 PM,https://www.redfin.com/WA/Seattle/10203-47th-Ave-SW-98146/unit-A108/home/7816,NWMLS,1925517,N,Y,47.5117853,-122.3943677
MLS Listing,,Condo/Co-op,11338 3rd Avenue Ct E,Tacoma,WA,98445,369900,3,2.0,Parkland,1197,8738,1997,1,309,285,Active,,,https://www.redfin.com/WA/Tacoma/11338-3rd-Ave-Ct-E-98445/home/2982503,NWMLS,1927200,N,Y,47.1522443,-122.4270251
MLS Listing,,Condo/Co-op,2213 Boylston Ave E #301,Seattle,WA,98102,560000,2,1.0,Eastlake,785,,1988,1,713,472,Active,May-7-2022 11:00 AM,May-7-2022 01:00 PM,https://www.redfin.com/WA/Seattle/2213-Boylston-Ave-E-98102/unit-301/home/19904,NWMLS,1925344,N,Y,47.6385635,-122.3239385
MLS Listing,,Single Family Residential,3702 E Alder St,Seattle,WA,98122,649950,1,1.0,Leschi,940,5177,1925,1,691,,Active,,,https://www.redfin.com/WA/Seattle/3702-E-Alder-St-98122/home/140937,NWMLS,1926845,N,Y,47.6039969,-122.2859845
MLS Listing,,Single Family Residential,9524 20th Ave NE,Seattle,WA,98115,895000,2,3.0,Maple Leaf,2295,9520,1940,1,390,,Active,May-7-2022 11:00 AM,May-7-2022 02:00 PM,https://www.redfin.com/WA/Seattle/9524-20th-Ave-NE-98115/home/107433,NWMLS,1921337,N,Y,47.6983082,-122.3066239
MLS Listing,,Single Family Residential,8507 19th Ave NW,Seattle,WA,98117,775000,2,1.0,Crown Hill,830,4000,1947,1,934,,Active,May-7-2022 01:00 PM,May-7-2022 03:00 PM,https://www.redfin.com/WA/Seattle/8507-19th-Ave-NW-98117/home/101053,NWMLS,1927010,N,Y,47.6908594,-122.3814195
MLS Listing,,Townhouse,2736 NE 115th St,Seattle,WA,98125,699000,3,2.0,Meadowbrook,1335,1526,1998,1,524,,Active,,,https://www.redfin.com/WA/Seattle/2736-NE-115th-St-98125/home/110789,NWMLS,1926394,N,Y,47.712167,-122.297776
MLS Listing,,Single Family Residential,5918 S Cushman Ave,Tacoma,WA,98408,395000,4,1.0,South Tacoma,1215,6300,1969,1,325,,Active,,,https://www.redfin.com/WA/Tacoma/5918-S-Cushman-Ave-98408/home/2592951,NWMLS,1927672,N,Y,47.2031419,-122.4550109
MLS Listing,,Single Family Residential,4012 104th St E,Tacoma,WA,98446,499950,2,1.0,Midland,1338,32234,1949,1,374,,Active,,,https://www.redfin.com/WA/Tacoma/4012-104th-St-E-98446/home/2551688,NWMLS,1927101,N,Y,47.1618229,-122.374753
MLS Listing,,Condo/Co-op,7021 Sand Point Way NE Unit B201,Seattle,WA,98115,275000,1,1.0,Sand Point,674,,1970,1,408,497,Active,May-7-2022 11:00 AM,May-7-2022 02:00 PM,https://www.redfin.com/WA/Seattle/7021-Sand-Point-Way-NE-98115/unit-B201/home/72859,NWMLS,1927354,N,Y,47.6807682,-122.2645088
