SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,17505 26th Avenue Ct E,Tacoma,WA,98445,495000,3,2.0,Tacoma,1717,7259,1998,1,288,26,Active,July-3-2022 11:00 AM,July-3-2022 01:00 PM,https://www.redfin.com/WA/Tacoma/17505-26th-Ave-Ct-E-98445/home/2870931,NWMLS,1959959,N,Y,47.0977056,-122.3934659
MLS Listing,,Single Family Residential,7128 N 17th St,Tacoma,WA,98406,550000,3,2.0,North Tacoma,1384,7600,1956,1,397,,Active,July-2-2022 02:00 PM,July-2-2022 04:00 PM,https://www.redfin.com/WA/Tacoma/7128-N-17th-St-98406/home/2922636,NWMLS,1960848,N,Y,47.2651857,-122.5334762
MLS Listing,,Single Family Residential,2116 5th Ave W,Seattle,WA,98119,949995,2,1.0,Queen Anne,1060,3600,1906,1,896,,Active,July-2-2022 02:00 PM,July-2-2022 04:00 PM,https://www.redfin.com/WA/Seattle/2116-5th-Ave-W-98119/home/132986,NWMLS,1961235,N,Y,47.6383122,-122.3633235
MLS Listing,,Single Family Residential,1718 S Proctor St,Tacoma,WA,98405,499950,3,1.0,Tacoma,1508,6490,1919,1,332,,Active,,,https://www.redfin.com/WA/Tacoma/1718-S-Proctor-St-98405/home/2451864,NWMLS,1959716,N,Y,47.2443912,-122.4893333
MLS Listing,,Single Family Residential,3420 22nd Ave W Unit B,Seattle,WA,98199,850000,3,2.5,Seattle,1610,1426,2002,1,528,,Active,July-2-2022 02:00 PM,July-2-2022 04:00 PM,https://www.redfin.com/WA/Seattle/3420-22nd-Ave-W-98199/unit-B/home/124945,NWMLS,1959668,N,Y,47.651061,-122.3841624
MLS Listing,,Single Family Residential,9333 52nd Ave S,Seattle,WA,98118,635000,4,2.5,Rainier Beach,1790,4200,1978,1,355,,Active,July-2-2022 11:00 AM,July-2-2022 01:00 PM,https://www.redfin.com/WA/Seattle/9333-52nd-Ave-S-98118/home/175787,NWMLS,1959747,N,Y,47.5180271,-122.267702
MLS Listing,,Townhouse,4027 California Ave SW Unit A,Seattle,WA,98116,785000,3,2.0,West Seattle,1375,953,2016,1,571,,Active,July-2-2022 02:00 PM,July-2-2022 04:00 PM,https://www.redfin.com/WA/Seattle/4027-California-Ave-SW-98116/unit-A/home/103766550,NWMLS,1960936,N,Y,47.567544,-122.387057
MLS Listing,,Condo/Co-op,2424 S 41st St #536,Tacoma,WA,98409,399950,3,3.0,Tacoma,1302,,2008,1,307,504,Active,,,https://www.redfin.com/WA/Tacoma/2424-S-41st-St-98409/unit-536/home/103960194,NWMLS,1959040,N,Y,47.2195987,-122.468962
MLS Listing,,Condo/Co-op,1111 E John St #8,Seattle,WA,98102,950000,2,2.0,Capitol Hill,1200,,1981,1,792,967,Active,,,https://www.redfin.com/WA/Seattle/1111-E-John-St-98102/unit-8/home/70201,NWMLS,1961085,N,Y,47.6197581,-122.3178455
MLS Listing,,Single Family Residential,1026 N Cushman Ave,Tacoma,WA,98403,509000,3,1.5,North Tacoma,1261,3074,1906,1,404,,Active,July-2-2022 12:00 PM,July-2-2022 02:00 PM,https://www.redfin.com/WA/Tacoma/1026-N-Cushman-Ave-98403/home/2714582,NWMLS,1958328,N,Y,47.2607879,-122.4679658
MLS Listing,,Single Family Residential,4066 McKinley Ave,Tacoma,WA,98404,350000,2,1.0,McKinley,1311,3219,1920,1,267,,Active,July-2-2022 02:30 PM,July-2-2022 04:00 PM,https://www.redfin.com/WA/Tacoma/4066-E-McKinley-Ave-98404/home/2817250,NWMLS,1959153,N,Y,47.2185732,-122.4211974
MLS Listing,,Single Family Residential,5008 S Tyler St Unit A,Tacoma,WA,98409,395000,3,2.5,South Tacoma,1480,5250,1998,1,267,225,Active,July-2-2022 12:00 PM,July-2-2022 02:00 PM,https://www.redfin.com/WA/Tacoma/5008-S-Tyler-St-98409/unit-A/home/2994038,NWMLS,1960941,N,Y,47.211753,-122.4958577
MLS Listing,,Single Family Residential,10417 Aqua Way S,Seattle,WA,98168,699990,4,2.0,White Center,2120,8388,1965,1,330,,Active,,,https://www.redfin.com/WA/Seattle/10417-Aqua-Way-S-98168/home/187718,NWMLS,1961843,N,Y,47.5097053,-122.3280068
MLS Listing,,Single Family Residential,5507 E Mckinley Ave,Tacoma,WA,98404,300000,2,1.0,McKinley,896,3900,1928,1,335,,Active,,,https://www.redfin.com/WA/Tacoma/5507-E-McKinley-Ave-98404/home/2984445,NWMLS,1961650,N,Y,47.2068376,-122.4206431
MLS Listing,,Single Family Residential,4515 N 14th St,Tacoma,WA,98406,485000,4,2.0,Proctor,1425,6000,1942,1,340,,Active,,,https://www.redfin.com/WA/Tacoma/4515-N-14th-St-98406/home/2964350,NWMLS,1960462,N,Y,47.2629916,-122.4985761
MLS Listing,,Single Family Residential,16017 14th Ave E,Spanaway,WA,98445,449950,3,2.0,Spanaway,1484,8250,1971,1,303,,Active,,,https://www.redfin.com/WA/Tacoma/16017-14th-Ave-E-98445/home/2966340,NWMLS,1960700,N,Y,47.1107559,-122.409709
MLS Listing,,Single Family Residential,3574 S Crandall Ln,Tacoma,WA,98148,550000,2,2.0,South Tacoma,1012,10000,1940,1,543,,Active,,,https://www.redfin.com/WA/Tacoma/3574-S-Crandall-Ln-98418/home/2962169,NWMLS,1960989,N,Y,47.2274721,-122.432262
MLS Listing,,Condo/Co-op,435 Summit Ave E #102,Seattle,WA,98102,399000,1,1.0,Capitol Hill,698,,1981,1,572,408,Active,July-2-2022 11:00 AM,July-2-2022 12:00 PM,https://www.redfin.com/WA/Seattle/435-Summit-Ave-E-98102/unit-102/home/61638,NWMLS,1960512,N,Y,47.6229658,-122.3256663
MLS Listing,,Single Family Residential,5801 E Portland Ave,Tacoma,WA,98404,395000,3,1.0,Tacoma,1011,7200,1969,1,391,,Active,,,https://www.redfin.com/WA/Tacoma/5801-Portland-Ave-E-98404/home/2903108,NWMLS,1961816,N,Y,47.2042321,-122.4075635
MLS Listing,,Condo/Co-op,100 Ward St #105,Seattle,WA,98109,899000,2,2.0,Queen Anne,1275,,1970,1,705,671,Active,,,https://www.redfin.com/WA/Seattle/100-Ward-St-98109/unit-105/home/12054,NWMLS,1957450,N,Y,47.6283196,-122.3548784
MLS Listing,,Single Family Residential,3106 54th Ave NE,Tacoma,WA,98422,499950,3,2.0,Ne Tacoma,1150,7268,1991,1,435,,Active,July-2-2022 12:00 PM,July-2-2022 02:00 PM,https://www.redfin.com/WA/Tacoma/3106-54th-Ave-NE-98422/home/2857390,NWMLS,1958306,N,Y,47.2848324,-122.3750773
MLS Listing,,Single Family Residential,8124 17th Ave SW,Seattle,WA,98106,475000,1,1.0,White Center,780,8960,1929,1,609,,Active,,,https://www.redfin.com/WA/Seattle/8124-17th-Ave-SW-98106/home/476056,NWMLS,1960527,N,Y,47.529307,-122.3561408
MLS Listing,,Townhouse,5014 S 109th Ct,Tukwila,WA,98178,650000,3,2.5,Seattle,1997,1487,2017,1,325,165,Active,July-2-2022 12:00 PM,July-2-2022 03:00 PM,https://www.redfin.com/WA/Tukwila/5014-S-109th-Ct-98178/home/22716503,NWMLS,1961282,N,Y,47.5045055,-122.2709551
MLS Listing,,Single Family Residential,2617 Narrows Pl,Tacoma,WA,98407,685000,3,2.0,Narrows,1954,7700,1977,1,351,,Active,,,https://www.redfin.com/WA/Tacoma/2617-Narrows-Pl-98407/home/2923263,NWMLS,1960081,N,Y,47.2723262,-122.5282947
MLS Listing,,Single Family Residential,417 129th St E,Tacoma,WA,98445,650000,3,3.0,Parkland,3039,27442,1936,1,214,,Active,,,https://www.redfin.com/WA/Parkland/417-129th-St-E-98445/home/2571020,NWMLS,1961671,N,Y,47.1400804,-122.4257831
MLS Listing,,Single Family Residential,7335 Beacon Ave S,Seattle,WA,98108,749950,4,2.0,Beacon Hill,1980,9300,1957,1,379,,Active,,,https://www.redfin.com/WA/Seattle/7335-Beacon-Ave-S-98108/home/482059,NWMLS,1957335,N,Y,47.5358537,-122.2922417
MLS Listing,,Single Family Residential,1012 116th St S,Tacoma,WA,98444,415000,4,1.0,North Tacoma,1080,7500,1948,1,384,,Active,July-3-2022 02:00 PM,July-3-2022 04:00 PM,https://www.redfin.com/WA/Tacoma/1012-116th-St-S-98444/home/2766630,NWMLS,1958776,N,Y,47.1511123,-122.4482827
MLS Listing,,Townhouse,1626 B S Lane St,Seattle,WA,98144,695000,2,2.5,Central Area,1291,793,2022,1,538,,Active,July-9-2022 01:00 PM,July-9-2022 03:00 PM,https://www.redfin.com/WA/Seattle/1626-B-S-Lane-St-98144/home/178934054,NWMLS,1961351,N,Y,47.596891,-122.310401
MLS Listing,,Single Family Residential,946 23rd Ave,Seattle,WA,98122,750000,4,1.0,Central Area,1720,2835,1904,1,436,,Active,,,https://www.redfin.com/WA/Seattle/946-23rd-Ave-98122/home/147697,NWMLS,1959032,N,Y,47.611457,-122.3024912
MLS Listing,,Single Family Residential,1115 S Lawrence St,Tacoma,WA,98405,350000,3,2.0,Tacoma,2192,2500,1927,1,160,,Active,,,https://www.redfin.com/WA/Tacoma/1115-S-Lawrence-St-98405/home/2772667,NWMLS,1960280,N,Y,47.2501721,-122.4790283
MLS Listing,,Single Family Residential,7040 S Warner St,Tacoma,WA,98409,385000,2,1.0,Tacoma,910,5550,1917,1,423,,Active,,,https://www.redfin.com/WA/Tacoma/7040-S-Warner-St-98409/home/2853428,NWMLS,1960089,N,Y,47.1923751,-122.4814496
MLS Listing,,Single Family Residential,801 S Anderson St,Tacoma,WA,98405,599000,4,2.0,Tacoma,2040,3780,1921,1,294,,Active,July-2-2022 11:00 AM,July-2-2022 02:00 PM,https://www.redfin.com/WA/Tacoma/801-S-Anderson-St-98405/home/2901924,NWMLS,1960279,N,Y,47.2535161,-122.4722433
MLS Listing,,Single Family Residential,225 S 78th St,Tacoma,WA,98408,399950,2,1.0,South Tacoma,908,9775,1924,1,440,,Active,,,https://www.redfin.com/WA/Tacoma/225-S-78th-St-98408/home/2967239,NWMLS,1961593,N,Y,47.1862307,-122.4354317
MLS Listing,,Condo/Co-op,108 5th Ave S #410,Seattle,WA,98104,387500,1,1.0,International District,643,,2001,1,603,433,Active,,,https://www.redfin.com/WA/Seattle/108-5th-Ave-S-98104/unit-410/home/12090696,NWMLS,1961414,N,Y,47.6013297,-122.3272284
MLS Listing,,Townhouse,2236 NW 64th St Unit A,Seattle,WA,98107,990000,3,3.0,Ballard,1520,1440,2015,1,651,,Active,July-1-2022 04:00 PM,July-1-2022 07:00 PM,https://www.redfin.com/WA/Seattle/2236-NW-64th-St-98117/unit-A/home/109660445,NWMLS,1961500,N,Y,47.6754829,-122.3863798
MLS Listing,,Single Family Residential,3544 S Thompson Ave,Tacoma,WA,98418,535000,5,2.0,Lincoln,1920,5400,1905,1,279,,Active,July-1-2022 03:00 PM,July-1-2022 06:00 PM,https://www.redfin.com/WA/Tacoma/3544-S-Thompson-Ave-98418/home/2977736,NWMLS,1960275,N,Y,47.2265222,-122.4450906
MLS Listing,,Single Family Residential,8510 Wallingford Ave N Unit A,Seattle,WA,98103,999999,4,2.0,Green Lake,1600,5356,1943,1,625,125,Active,,,https://www.redfin.com/WA/Seattle/8510-Wallingford-Ave-N-98103/unit-A/home/179141900,NWMLS,1961571,N,Y,47.6908799,-122.3361716
MLS Listing,,Single Family Residential,2919 S 15th St,Tacoma,WA,98405,440000,3,1.0,Central Tacoma,1424,4500,1925,1,309,,Active,July-2-2022 12:00 PM,July-2-2022 02:00 PM,https://www.redfin.com/WA/Tacoma/2919-S-15th-St-98405/home/2919932,NWMLS,1950359,N,Y,47.2466898,-122.4745816
MLS Listing,,Single Family Residential,12510 64th Ave S,Seattle,WA,98178,799950,5,3.0,Bryn Mawr,2910,7245,2009,1,275,,Active,July-2-2022 12:00 PM,July-2-2022 04:00 PM,https://www.redfin.com/WA/Seattle/12510-64th-Ave-S-98178/home/196195,NWMLS,1960973,N,Y,47.4905558,-122.2541238
PAST SALE,March-29-2021,Condo/Co-op,7346 23rd Ave NW,Seattle,WA,98117,692000,4,3.0,Loyal Heights,1820,1678,1925,1,380,,Pending,,,https://www.redfin.com/WA/Seattle/7346-23rd-Ave-NW-98117/home/163845,NWMLS,1961541,N,Y,47.6826655,-122.3851272
