SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,914 N 73rd St Unit A,Seattle,WA,98103,795000,3,2.5,Phinney Ridge,1270,837,2008,1,626,,Active,,,https://www.redfin.com/WA/Seattle/914-N-73rd-St-98103/unit-A/home/17383031,NWMLS,1995601,N,Y,47.6819282,-122.3455341
MLS Listing,,Single Family Residential,117 Wild Rose St,Fircrest,WA,98466,549000,4,2.5,Fircrest,1677,2029,2006,1,327,112,Active,September-17-2022 02:00 PM,September-17-2022 04:00 PM,https://www.redfin.com/WA/Fircrest/117-Wild-Rose-St-98466/home/8185349,NWMLS,1994807,N,Y,47.2178064,-122.5059693
MLS Listing,,Single Family Residential,8809 48th Ave E,Tacoma,WA,98446,949950,3,2.5,Tacoma,3090,43996,2007,1,307,,Active,,,https://www.redfin.com/WA/Tacoma/8809-48th-Ave-E-98446/home/12407798,NWMLS,1996890,N,Y,47.1768037,-122.3646231
MLS Listing,,Condo/Co-op,16519 43rd Ave E,Tacoma,WA,98446,400000,3,2.5,Tacoma,1391,8871,2007,1,288,0,Active,September-17-2022 02:00 PM,September-17-2022 04:00 PM,https://www.redfin.com/WA/Tacoma/16519-43rd-Ave-E-98446/home/181714842,NWMLS,1995962,N,Y,47.1057824,-122.3711073
MLS Listing,,Single Family Residential,1527 S Fife St,Tacoma,WA,98405,405000,2,1.0,Tacoma,720,7000,1943,1,563,,Active,,,https://www.redfin.com/WA/Tacoma/1527-S-Fife-St-98405/home/2748434,NWMLS,1996880,N,Y,47.24548,-122.469946
MLS Listing,,Single Family Residential,15720 18th Avenue Ct E,Tacoma,WA,98445,449950,3,2.5,Tacoma,1670,16247,1989,1,269,,Active,,,https://www.redfin.com/WA/Tacoma/15720-18th-Ave-Ct-E-98445/home/2773288,NWMLS,1989381,N,Y,47.1134435,-122.4032282
MLS Listing,,Townhouse,6733 Carleton Ave S,Seattle,WA,98108,769000,2,2.0,Georgetown,1546,1368,2017,1,497,,Active,September-18-2022 01:00 PM,September-18-2022 03:00 PM,https://www.redfin.com/WA/Seattle/6733-Carleton-Ave-S-98108/home/179831426,NWMLS,1983629,N,Y,47.5415681,-122.3224276
MLS Listing,,Townhouse,703 S 23rd St,Tacoma,WA,98405,375950,2,2.0,Central Tacoma,1440,901,2008,1,261,411,Active,,,https://www.redfin.com/WA/Tacoma/703-S-23rd-St-98405/home/12087285,NWMLS,1991172,N,Y,47.241042,-122.444216
MLS Listing,,Single Family Residential,10006 Greenwood Ave N,Seattle,WA,98133,850000,4,2.0,Greenwood,2800,4000,1929,1,304,,Active,September-17-2022 01:00 PM,September-17-2022 03:00 PM,https://www.redfin.com/WA/Seattle/10006-Greenwood-Ave-N-98133/home/98328,NWMLS,1997327,N,Y,47.7017001,-122.3550735
MLS Listing,,Single Family Residential,4344 31st Ave W,Seattle,WA,98199,795000,2,2.0,Magnolia,1680,3400,1910,1,473,,Active,September-17-2022 01:00 PM,September-17-2022 03:00 PM,https://www.redfin.com/WA/Seattle/4344-31st-Ave-W-98199/home/123469,NWMLS,1993624,N,Y,47.6596871,-122.3971605
MLS Listing,,Single Family Residential,4706 56th St E,Tacoma,WA,98443,649950,4,2.0,Puyallup,2424,14810,2001,1,268,,Active,September-17-2022 11:00 AM,September-17-2022 03:00 PM,https://www.redfin.com/WA/Tacoma/4706-56th-St-E-98443/home/2601141,NWMLS,1997462,N,Y,47.2057353,-122.3662649
MLS Listing,,Townhouse,1152 N 85th St,Seattle,WA,98103,639000,3,1.5,Green Lake,1424,1033,2007,1,449,,Active,September-18-2022 12:00 AM,September-18-2022 02:00 AM,https://www.redfin.com/WA/Seattle/1152-N-85th-St-98103/home/11894713,NWMLS,1995999,N,Y,47.6907238,-122.3430179
MLS Listing,,Condo/Co-op,900 Lenora St Unit W508,Seattle,WA,98121,610000,1,1.0,Denny Triangle,807,,2006,1,756,862,Active,September-18-2022 11:00 AM,September-18-2022 02:00 PM,https://www.redfin.com/WA/Seattle/900-Lenora-St-98121/unit-W508/home/12092582,NWMLS,1997416,N,Y,47.617549,-122.3370994
MLS Listing,,Single Family Residential,841 NW 54th St,Seattle,WA,98107,969999,3,2.0,Ballard,1470,1348,2022,1,660,,Active,September-17-2022 02:30 PM,September-17-2022 04:30 PM,https://www.redfin.com/WA/Seattle/841-NW-54th-St-98107/home/181292413,NWMLS,1995846,N,Y,47.6676843,-122.368067
MLS Listing,,Single Family Residential,1302 E 32nd St,Tacoma,WA,98404,650000,3,2.5,McKinley,1902,6500,2022,1,342,,Active,September-17-2022 12:00 PM,September-17-2022 02:00 PM,https://www.redfin.com/WA/Tacoma/1302-E-32nd-St-98404/home/23036653,NWMLS,1997019,N,Y,47.2340017,-122.4137847
MLS Listing,,Townhouse,7730 16th Ave NW Unit A,Seattle,WA,98117,899000,3,2.0,Ballard,1548,1139,2022,1,581,,Active,September-17-2022 11:00 AM,September-17-2022 01:00 PM,https://www.redfin.com/WA/Seattle/7730-16th-Ave-NW-98117/unit-A/home/176346316,NWMLS,1997143,N,Y,47.6859961,-122.3775965
MLS Listing,,Single Family Residential,2362 29th Ave S,Seattle,WA,98144,899950,3,1.0,Mt Baker,1890,4500,1926,1,476,,Active,,,https://www.redfin.com/WA/Seattle/2362-29th-Ave-S-98144/home/170796,NWMLS,1997274,N,Y,47.5811253,-122.2948617
